SubjectID,Hemisphere,AvgCortThickness,PialArea,SmoothPialArea,WhiteArea,PialFullArea,WhiteFullArea,SmoothPialFullArea,ConvexHullFullArea,ConvexHullArea,PialFullVol,WhiteFullVol,GreymatterVol,SmoothPialFullVol
SUBJ002,left,2.33776576884758,104854.920050303,37906.9429926392,89199.2986082984,109571.088867733,93741.5112144247,40345.3536952865,42478.0169772019,40039.6062745546,492521.547190792,267946.957480035,224574.589710757,608212.282137574
SUBJ002,right,2.3292636061657,106313.788621833,38435.714016405,90230.1607116308,110857.951095297,94536.0058128002,40812.86318724,43135.1226602447,40757.9734894097,490732.777918285,264005.679071732,226727.098846553,608321.108007986
SUBJ003,left,2.39771979369961,109094.219380686,41272.2464511484,94159.7962267555,113568.230708668,98562.2013297743,44096.6519076044,46556.0703004601,43731.6648440041,554006.872830256,313417.17756438,240589.695265876,669822.80378143
SUBJ003,right,2.43287984369797,109396.242066627,41157.8504146803,94314.2145634507,114023.743142605,98868.8182539374,43896.3258085865,46105.3010263104,43366.8256324042,552687.222263029,308025.755473137,244661.466789892,668862.960211548
SUBJ005,left,2.48489129179924,97952.6630675824,37465.9855146276,83835.8990071019,101898.018757363,87713.5118276913,40002.4870771744,42708.9774583783,40172.4758958316,474288.311701039,251177.615134769,223110.69656627,565640.965242571
SUBJ005,right,2.47497131666197,96979.3663095803,37423.8561610211,83328.1811427905,100736.742567335,87091.8724444052,39823.715922297,42645.5646952216,40245.7049339457,474171.24935103,253948.247365,220223.001986031,561806.225094138
SUBJ006,left,2.41769510227878,87214.6327233791,34545.893208941,74571.1267951035,91106.5351775497,78388.5224328573,37150.2843522427,39369.2469880047,36764.855844703,411223.710308594,217139.777609458,194083.932699136,515285.679177177
SUBJ006,right,2.4272593789402,88849.3435177122,34708.7560450498,75311.1725788568,92764.0336065017,79160.1850658838,37158.0159022902,39411.6586110621,36962.3987538217,410936.769645991,213239.706179575,197697.063466416,515601.17822334
SUBJ007,left,2.51634582445783,99857.8500875586,38179.6163554448,84669.5243397768,103698.048554397,88528.5242660978,40644.8796931193,43333.4909949417,40868.2276572673,477124.982905697,246904.883895078,230220.099010618,583433.353655472
SUBJ007,right,2.53916871539203,100535.034327021,37776.9610716193,86296.3813167421,104342.930551172,89959.9580969856,40053.5953187828,42210.0117687337,39933.3775215703,482463.400941977,247038.701302852,235424.699639125,584024.485080252
