SubjectID,Hemisphere,AvgCortThickness,PialArea,SmoothPialArea,WhiteArea,ConvexHullArea,PialFullArea,WhiteFullArea,SmoothPialFullArea,ConvexHullFullArea,PialFullVol,WhiteFullVol,GreymatterVol,SmoothPialFullVol
SUBJ002,left,2.33776576884759,104854.920050303,38270.104759222,89199.2986082983,40034.7082081521,109571.088867733,93741.5112144247,40713.4135282718,42478.0169772019,1100824.25121451,884299.058745998,216525.192468507,623483.193324205
SUBJ002,right,2.3292636061657,106313.788621833,38949.0096286324,90230.1607116305,40765.6700140596,110857.951095297,94536.0058128,41318.4622748175,43135.1226602447,1127272.85095749,909440.010990242,217832.839967248,636966.639604972
SUBJ003,left,2.39771979369962,109094.219380685,41641.524301434,94159.7962267554,43696.6762200093,113568.230708668,98562.2013297742,44500.9183818848,46556.0703004601,1087966.29584613,857476.393462103,230489.90238403,669124.58395629
SUBJ003,right,2.43287984369796,109396.242066627,41603.300170798,94314.2145634508,43364.8706940557,114023.743142605,98868.8182539375,44343.7305030527,46105.3010263104,1098594.96158941,863917.912316931,234677.049272481,680346.225516997
SUBJ005,left,2.48489129179924,97952.6630675822,37928.5801258001,83835.8990071021,40190.963827641,101898.018757363,87713.5118276914,40446.5937565374,42708.9774583783,945940.63432672,730239.176527145,215701.457799575,571518.376785327
SUBJ005,right,2.47497131666196,96979.3663095801,37908.2853170947,83328.1811427908,40231.9248967098,100736.742567335,87091.8724444055,40321.9251156065,42645.5646952216,931731.553430761,723664.838454679,208066.714976082,575873.811942848
SUBJ006,left,2.41769510227877,87214.6327233789,34931.5395956608,74571.1267951038,36779.3248600055,91106.5351775496,78388.5224328576,37521.46172366,39369.2469880047,969597.833870128,790963.262269822,178634.571600306,564796.560870933
SUBJ006,right,2.4272593789402,88849.3435177124,35110.5893001189,75311.1725788571,36931.0438821121,92764.0336065019,79160.1850658842,37591.2040290689,39411.6586110621,974303.636989681,781963.434584532,192340.202405149,569955.28218929
SUBJ007,left,2.51634582445783,99857.8500875586,38656.0678936501,84669.5243397766,40878.6604822643,103698.048554397,88528.5242660976,41110.8984063275,43333.4909949417,982602.337349805,765013.527185883,217588.810163922,594724.921199776
SUBJ007,right,2.53916871539203,100535.034327021,38369.7570302026,86296.3813167424,39933.2488236522,104342.930551172,89959.9580969859,40646.5199752842,42210.0117687337,972927.796655153,755828.513197666,217099.283457487,595900.143201267
SUBJ010,left,2.59995512256829,97348.724324857,36880.2836617248,80522.9412732621,38932.8582276911,101267.295858333,84409.4620609917,39350.2534479475,41402.8280139138,921783.686821392,692722.720483752,229060.96633764,558700.844421341
SUBJ010,right,2.65499143120973,97079.2533375317,36430.6099607356,80778.3329289741,37916.1627647484,100973.039711337,84642.9813490373,38807.1725129487,40292.7253169615,924287.292241754,697601.677698382,226685.614543372,558807.758767958
SUBJ011,left,2.30112848808037,96361.3374490462,35983.0219854727,82204.656613701,37934.3014601946,100102.134566329,85883.2835812243,38432.5140031522,40383.7934778742,990388.60193303,798246.561292608,192142.040640422,558795.997751192
SUBJ011,right,2.28746418037897,95845.1527192207,35892.009477472,81621.3116300395,37496.8614152112,99513.6466934025,85281.4910934161,38253.6484363409,39858.5003740802,974801.007908859,785227.842856182,189573.165052677,552802.929260032
SUBJ014,left,2.35465943437163,103729.182118879,39779.7063935153,87894.9809662705,41751.083723204,107639.34075018,91772.5268617922,42274.665555228,44246.0428849167,1117770.72230327,892698.950473446,225071.771829823,651676.466291471
SUBJ014,right,2.35157294122757,104418.652523281,39066.9926379948,88176.8468661358,40845.226355914,108723.34893082,92335.4633711898,41490.8157209474,43269.0494388666,1105990.34594313,877616.684858024,228373.661085104,638343.870246992
SUBJ018,left,2.56853884178539,87632.3545737582,34999.2283588459,74866.7133953199,36784.9058637789,91298.2391317748,78502.6399406438,37292.5332141266,39078.2107190596,819682.114894327,633202.840783313,186479.274111013,525524.304117105
SUBJ018,right,2.54564659001521,86618.5546072154,34654.1308286613,74237.2821791702,36711.0839329762,90609.8487245345,78193.535162631,36765.4341203323,38822.3872246472,831412.329337857,647281.012783702,184131.316554155,532683.023051774
SUBJ024,left,2.29666766038589,97086.961248712,37899.4549925197,82862.9178440279,39552.2428538226,101808.301948666,87375.2993489692,40726.279314121,42379.0671754239,1131652.86374004,923061.440371047,208591.423368997,629341.001114058
SUBJ024,right,2.23531608316057,99333.8622453036,38411.0015511128,84358.1658790184,40196.6423535441,103794.591083042,88758.6530437406,41124.2843112036,42909.9251136349,1162483.91116523,946567.322380888,215916.588784342,647593.58987062
SUBJ025,left,2.31662713683,95558.5901894734,37265.7114537603,85102.5540171058,39567.7566849679,99391.9777728986,88961.8333694791,39704.7367180695,42006.7819492771,1058609.57929982,887065.956407206,171543.622892611,606748.652508306
SUBJ025,right,2.27015559497484,93349.1052400372,36354.7335683808,82593.9489538075,38422.3138390785,97262.3607058808,86414.8198720278,38797.5012383054,40865.0815090031,1013638.21447888,844038.302649707,169599.911829168,587421.693530647
SUBJ027,left,2.61564830863772,90037.2564163866,35771.1592495479,75740.4350661438,37887.6721546437,94261.6481539239,79922.0815999091,38364.2676930344,40480.7805981302,864864.599768843,661951.591087631,202913.008681213,526677.744395829
SUBJ027,right,2.60831089508631,90411.3688910534,35383.5155313292,76429.5603253099,37117.898463076,94532.9998591008,80430.4144378942,37826.1204241877,39560.5033559345,849459.94763377,649704.278631002,199755.669002768,527452.769392269
SUBJ030,left,2.4530729751035,83734.6393655861,32818.4681991562,69502.238607277,34847.8501013341,87382.8446842201,73087.424752983,35267.8513461059,37297.2332482838,849000.112494835,659602.99879542,189397.113699415,490659.869758762
SUBJ030,right,2.41318254219031,84049.4298265385,32833.5895732249,70060.5681781904,34342.3050398586,87678.1947781351,73638.1396947897,35159.7458380315,36668.4613046652,839681.037215551,654865.35888139,184815.678334162,486044.158414027
SUBJ035,left,2.28820659864934,110801.399678198,42586.4546431201,98433.8203549945,45044.6149247437,116119.230010499,103717.97266244,46054.8065612331,48512.9668428567,1276199.7031163,1071966.40619344,204233.296922856,708794.80621969
SUBJ035,right,2.35905894205482,111168.319384206,43687.4959694925,97196.6026587761,45706.7532257967,116293.629681818,102276.053107767,47057.2961276582,49076.5533839624,1316604.86892933,1088931.5114614,227673.357467926,732265.714993414
SUBJ039,left,2.35804877421966,98024.655775958,36897.3778872024,83195.2155677153,38744.4709986232,101768.61233103,86943.9446179363,39436.2009110137,41283.2940224345,1049407.10612763,840541.399566071,208865.706561563,571288.56740814
SUBJ039,right,2.44048153709472,98136.5176440383,36934.8596294281,83170.9544312558,39003.0522068814,101993.416020874,87065.2674893154,39417.7429943218,41485.935571775,1054886.84172868,837282.990404029,217603.85132465,572791.932750735
SUBJ046,left,2.48902098374264,85966.7642710774,32922.2156579621,73710.3134181918,34813.9778014397,89445.3097116837,77163.3449204842,35200.1816465536,37091.9437900312,929713.136502837,746172.937347565,183540.199155272,492164.778834526
SUBJ046,right,2.5551051960168,85762.1140887337,33319.4865035542,72860.0430639107,35188.6104231759,89566.3441098888,76538.0251639384,35571.1926657072,37440.3165853289,929610.667571464,741139.035268047,188471.632303418,501486.575364197
SUBJ048,left,2.34338131487772,110370.079268657,40444.4857817067,92595.206420389,42763.3585107857,114944.272311387,97081.8884704638,43428.0505395966,45746.9232686755,1088820.66207766,849367.195741644,239453.46633602,649434.480312625
SUBJ048,right,2.37418657324722,109339.374529165,39835.3906005664,92710.1940689348,41646.032961936,114161.729847054,97446.1058217998,42693.7837760016,44504.4261373712,1092632.5438163,864749.884293483,227882.659522814,647882.625203049
SUBJ051,left,2.58576167224833,97532.7775534183,38521.6114610856,80546.1300596318,40923.5740815796,102041.497170898,84943.2297272442,41405.1250481606,43807.0876686547,936958.951004338,700775.964353057,236182.98665128,594512.103240423
SUBJ051,right,2.58381484625764,97070.1948790359,38116.1719582147,80884.6567458855,40110.012410835,101448.537541721,85204.4787654629,40799.8495293022,42793.6899819225,937285.157209577,708874.826095214,228410.331114363,587750.170576848
SUBJ053,left,2.49093139243307,109255.097402833,41399.6728587702,94119.733895231,43404.2902668403,113685.014708299,98560.8717619678,44231.8428229865,46236.4602310566,1094255.63458155,856177.120467974,238078.514113578,661234.242641838
SUBJ053,right,2.52004215367595,108803.234282632,41643.074859044,93820.0218580486,43862.8961928607,113624.120260417,98467.9101867129,44400.9673411559,46620.7886749726,1108060.94660214,869918.222834295,238142.723767841,669165.020270913
SUBJ055,left,2.45752194201285,94309.2713956172,36358.7789777243,81152.556322858,38364.701086106,98135.4081946477,84956.8993055674,38836.6203592897,40842.5424676714,991071.939894354,800796.274926704,190275.66496765,564108.502513099
SUBJ055,right,2.42894221731057,90041.0369583982,34898.3231332505,76537.8332852178,36579.7974637549,93802.1756180316,80301.8605163261,37402.8969049733,39084.3712354778,962438.886267536,769801.236090536,192637.650177001,536647.269067342
SUBJ057,left,2.56580564079713,89633.14425333,34083.3475418666,78946.6009801428,35600.0394179736,93227.8377387686,82523.4448131497,36362.1071497715,37878.7990258785,876193.225466453,707953.027247187,168240.198219267,516874.673224161
SUBJ057,right,2.5966311839021,90768.1225043678,34550.8764988207,78421.04719918,36244.4907388955,94626.5590314579,82196.1782409025,36762.1663219636,38455.7805620384,900568.972520429,709999.874195581,190569.098324848,532081.627344549
SUBJ065,left,2.24707801792966,97087.2690952914,37554.9487460362,84602.2243130786,39608.907748508,101866.989732007,89333.268106289,40654.9409053774,42708.8999078492,936158.953419471,755499.350949727,180659.602469744,581177.463441301
SUBJ065,right,2.27291555671276,95924.2984920697,37999.8551329194,85104.9451187837,39893.3536630533,100568.316482327,89636.8124563422,40885.1756791098,42778.6742092437,970355.579186438,808414.688761495,161940.890424942,601376.02542064
SUBJ067,left,2.6002928887368,85472.9621665429,34356.3588308394,72484.0787324266,36330.2686795478,89494.7425813982,76377.9601780789,36786.8100568349,38760.7199055433,817600.515011318,628418.280964201,189182.234047117,498084.370278581
SUBJ067,right,2.55007823406217,85294.9317204709,33637.7478506961,71479.0921035988,35523.7519990286,89258.4949435237,75373.0890575506,36094.2863825349,37980.2905308674,808527.50779217,615213.83149937,193313.6762928,493504.503797142
SUBJ070,left,2.3592054491287,79626.1759291353,33322.0105959827,70487.5546067043,35124.5026174869,83399.8197844935,74217.9096492621,35645.1377742993,37447.6297958034,829818.807615888,689528.672941225,140290.134674663,498797.762697076
SUBJ070,right,2.38602654875637,79409.7459252032,33016.4044392333,69576.0117511089,34759.6277470196,82904.5543513393,73046.4254796623,35230.8832253388,36974.1065331251,841443.701528926,683313.479683932,158130.221844994,496294.934381384
SUBJ071,left,2.51129149687413,91072.2552661784,35552.9798376114,76044.8535463903,37349.5300889219,95506.0939348336,80407.7002139901,38208.5503062674,40005.1005575778,1055812.9883012,830742.071138719,225070.917162478,577926.497212799
SUBJ071,right,2.51422739165721,92525.4304785412,35773.1962719058,77952.501186414,37710.8256904272,97145.8352583676,82482.2063608902,38228.6706352659,40166.3000537873,1070561.1864259,851861.084451472,218700.101974433,587869.351340604
SUBJ073,left,2.62069845950708,115420.504152936,41722.1180526163,97620.7161616399,44282.7041744347,119800.403729112,101952.65003662,44447.9604991457,47008.5466209641,1150275.81488418,875839.381809795,274436.433074385,668588.57130971
