SubjectID,Hemisphere,AvgCortThickness,PialArea,SmoothPialArea,WhiteArea,ConvexHullArea,PialFullArea,WhiteFullArea,SmoothPialFullArea,ConvexHullFullArea,PialFullVol,WhiteFullVol,GreymatterVol,SmoothPialFullVol
SUBJ002,left,2.33776576884759,104854.920050303,39616.3742868036,89199.2986082983,39937.0696864508,109571.088867733,93741.5112144247,42157.3215775548,42478.0169772019,1100824.25121451,884299.058745998,216525.192468507,615839.034414615
SUBJ002,right,2.3292636061657,106313.788621833,40430.4774256205,90230.1607116305,40701.9291970006,110857.951095297,94536.0058128,42863.6708888646,43135.1226602447,1127272.85095749,909440.010990242,217832.839967248,630522.884912537
SUBJ003,left,2.39771979369962,109094.219380685,42413.0674521836,94159.7962267554,43661.1125466637,113568.230708668,98562.2013297742,45308.02520598,46556.0703004601,1087966.29584613,857476.393462103,230489.90238403,660858.506067287
SUBJ003,right,2.43287984369796,109396.242066627,42378.5815802064,94314.2145634508,43337.5541153807,114023.743142605,98868.8182539375,45146.3284911361,46105.3010263104,1098594.96158941,863917.912316931,234677.049272481,671981.597099469
SUBJ005,left,2.48489129179924,97952.6630675822,38951.0893106436,83835.8990071021,40167.5576303579,101898.018757363,87713.5118276914,41492.5091386641,42708.9774583783,945940.63432672,730239.176527145,215701.457799575,562677.639361973
SUBJ005,right,2.47497131666196,96979.3663095801,38590.1855981019,83328.1811427908,40223.9915686821,100736.742567335,87091.8724444055,41011.7587246414,42645.5646952216,931731.553430761,723664.838454679,208066.714976082,566312.010663443
SUBJ006,left,2.41769510227877,87214.6327233789,35946.4239667534,74571.1267951038,36751.0264111332,91106.5351775496,78388.5224328576,38564.6445436249,39369.2469880047,969597.833870128,790963.262269822,178634.571600306,562588.671973041
SUBJ006,right,2.4272593789402,88849.3435177124,36102.9008193948,75311.1725788571,36878.7972627474,92764.0336065019,79160.1850658842,38635.7621677094,39411.6586110621,974303.636989681,781963.434584532,192340.202405149,564832.651409268
SUBJ007,left,2.51634582445783,99857.8500875586,39297.1868017564,84669.5243397766,40834.0859212208,103698.048554397,88528.5242660976,41796.5918754774,43333.4909949417,982602.337349805,765013.527185883,217588.810163922,584903.549583007
SUBJ007,right,2.53916871539203,100535.034327021,39275.5169950072,86296.3813167424,39897.6147544189,104342.930551172,89959.9580969859,41587.9140093221,42210.0117687337,972927.796655153,755828.513197666,217099.283457487,590026.163182371
SUBJ010,left,2.59995512256829,97348.724324857,37503.1022826758,80522.9412732621,38938.6131461935,101267.295858333,84409.4620609917,39967.317150396,41402.8280139138,921783.686821392,692722.720483752,229060.96633764,550824.539363489
SUBJ010,right,2.65499143120973,97079.2533375317,36934.239335095,80778.3329289741,37889.5025008266,100973.039711337,84642.9813490373,39337.4621512298,40292.7253169615,924287.292241754,697601.677698382,226685.614543372,552041.005909774
SUBJ011,left,2.30112848808037,96361.3374490462,36711.0162206104,82204.656613701,37943.9779466582,100102.134566329,85883.2835812243,39150.8317518264,40383.7934778742,990388.60193303,798246.561292608,192142.040640422,552280.590949469
SUBJ011,right,2.28746418037897,95845.1527192207,36542.4288868113,81621.3116300395,37448.2805630265,99513.6466934025,85281.4910934161,38952.648697865,39858.5003740802,974801.007908859,785227.842856182,189573.165052677,547708.42361671
SUBJ014,left,2.35465943437163,103729.182118879,40863.6733562251,87894.9809662705,41701.8709641121,107639.34075018,91772.5268617922,43407.8452770297,44246.0428849167,1117770.72230327,892698.950473446,225071.771829823,650437.98117123
SUBJ014,right,2.35157294122757,104418.652523281,40736.5255275395,88176.8468661358,40780.4711856288,108723.34893082,92335.4633711898,43225.1037807773,43269.0494388666,1105990.34594313,877616.684858024,228373.661085104,639116.896252828
SUBJ018,left,2.56853884178539,87632.3545737582,35639.1487699029,74866.7133953199,36753.032195984,91298.2391317748,78502.6399406438,37964.3272929786,39078.2107190596,819682.114894327,633202.840783313,186479.274111013,514079.482243141
SUBJ018,right,2.54564659001521,86618.5546072154,35092.9917375053,74237.2821791702,36679.0581008078,90609.8487245345,78193.535162631,37236.3208613447,38822.3872246472,831412.329337857,647281.012783702,184131.316554155,524046.027035839
SUBJ024,left,2.29666766038589,97086.961248712,38607.5833832795,82862.9178440279,39452.9115424201,101808.301948666,87375.2993489692,41533.7390162833,42379.0671754239,1131652.86374004,923061.440371047,208591.423368997,622811.207227119
SUBJ024,right,2.23531608316057,99333.8622453036,39522.8545331666,84358.1658790184,40093.6833689842,103794.591083042,88758.6530437406,42339.0962778173,42909.9251136349,1162483.91116523,946567.322380888,215916.588784342,645931.690942278
SUBJ025,left,2.31662713683,95558.5901894734,37777.9961966179,85102.5540171058,39553.7210196981,99391.9777728986,88961.8333694791,40231.0571261968,42006.7819492771,1058609.57929982,887065.956407206,171543.622892611,603018.557146092
SUBJ025,right,2.27015559497484,93349.1052400372,37494.1601362934,82593.9489538075,38383.4553260261,97262.3607058808,86414.8198720278,39975.7863192703,40865.0815090031,1013638.21447888,844038.302649707,169599.911829168,585154.70956757
SUBJ027,left,2.61564830863772,90037.2564163866,36414.1411667808,75740.4350661438,37879.6265736666,94261.6481539239,79922.0815999091,39015.2951912444,40480.7805981302,864864.599768843,661951.591087631,202913.008681213,517095.386130849
SUBJ027,right,2.60831089508631,90411.3688910534,35858.7489794935,76429.5603253099,37105.3122629293,94532.9998591008,80430.4144378942,38313.9400724986,39560.5033559345,849459.94763377,649704.278631002,199755.669002768,519973.993940121
SUBJ030,left,2.4530729751035,83734.6393655861,34401.9824332256,69502.238607277,34879.8287971418,87382.8446842201,73087.424752983,36819.3868843677,37297.2332482838,849000.112494835,659602.99879542,189397.113699415,485097.789205411
SUBJ030,right,2.41318254219031,84049.4298265385,34429.8456701956,70060.5681781904,34343.1945721679,87678.1947781351,73638.1396947897,36755.1124026928,36668.4613046652,839681.037215551,654865.35888139,184815.678334162,481080.575491073
SUBJ035,left,2.28820659864934,110801.399678198,43874.3102967633,98433.8203549945,44986.4530279808,116119.230010499,103717.97266244,47400.8241116392,48512.9668428567,1276199.7031163,1071966.40619344,204233.296922856,703206.713840084
SUBJ035,right,2.35905894205482,111168.319384206,45619.2654211745,97196.6026587761,45587.4314318869,116293.629681818,102276.053107767,49108.3873732499,49076.5533839624,1316604.86892933,1088931.5114614,227673.357467926,735639.166990007
SUBJ039,left,2.35804877421966,98024.655775958,37960.2775776982,83195.2155677153,38767.6028214037,101768.61233103,86943.9446179363,40475.968778729,41283.2940224345,1049407.10612763,840541.399566071,208865.706561563,566409.304417448
SUBJ039,right,2.44048153709472,98136.5176440383,37701.1034169794,83170.9544312558,39011.4770808614,101993.416020874,87065.2674893154,40175.5619078931,41485.935571775,1054886.84172868,837282.990404029,217603.85132465,568570.905919421
SUBJ046,left,2.48902098374264,85966.7642710774,33417.659243195,73710.3134181918,34797.6943793364,89445.3097116837,77163.3449204842,35711.9086538898,37091.9437900312,929713.136502837,746172.937347565,183540.199155272,483901.838397074
SUBJ046,right,2.5551051960168,85762.1140887337,33798.2974181211,72860.0430639107,35173.5679176463,89566.3441098888,76538.0251639384,36065.0460858037,37440.3165853289,929610.667571464,741139.035268047,188471.632303418,495989.898917322
SUBJ048,left,2.34338131487772,110370.079268657,40858.5520516587,92595.206420389,42743.980845459,114944.272311387,97081.8884704638,43861.4944748752,45746.9232686755,1088820.66207766,849367.195741644,239453.46633602,638616.754805216
SUBJ048,right,2.37418657324722,109339.374529165,40188.4397029472,92710.1940689348,41657.8275630563,114161.729847054,97446.1058217998,43035.0382772621,44504.4261373712,1092632.5438163,864749.884293483,227882.659522814,638216.137289754
SUBJ051,left,2.58576167224833,97532.7775534183,39927.4043803401,80546.1300596318,40928.0344462742,102041.497170898,84943.2297272442,42806.4576027205,43807.0876686547,936958.951004338,700775.964353057,236182.98665128,584447.780933556
SUBJ051,right,2.58381484625764,97070.1948790359,39203.6524310924,80884.6567458855,40101.4801254252,101448.537541721,85204.4787654629,41895.8622875898,42793.6899819225,937285.157209577,708874.826095214,228410.331114363,579391.849260199
SUBJ053,left,2.49093139243307,109255.097402833,42095.8392484982,94119.733895231,43387.9215346735,113685.014708299,98560.8717619678,44944.3779448813,46236.4602310566,1094255.63458155,856177.120467974,238078.514113578,652058.158707032
SUBJ053,right,2.52004215367595,108803.234282632,42565.6937999736,93820.0218580486,43816.7199356578,113624.120260417,98467.9101867129,45369.7625392883,46620.7886749726,1108060.94660214,869918.222834295,238142.723767841,660944.384019162
SUBJ055,left,2.45752194201285,94309.2713956172,36853.4999363362,81152.556322858,38332.9134361577,98135.4081946477,84956.8993055674,39363.1289678499,40842.5424676714,991071.939894354,800796.274926704,190275.66496765,557873.029490757
SUBJ055,right,2.42894221731057,90041.0369583982,35660.505277798,76537.8332852178,36577.1975199059,93802.1756180316,80301.8605163261,38167.6789933699,39084.3712354778,962438.886267536,769801.236090536,192637.650177001,532792.945419877
SUBJ057,left,2.56580564079713,89633.14425333,34410.7157194527,78946.6009801428,35576.9914757492,93227.8377387686,82523.4448131497,36712.5232695819,37878.7990258785,876193.225466453,707953.027247187,168240.198219267,510192.955545806
